입찰공고명,공고기관명,기초금액,개찰일자,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
(24G017-H)24년 합동전쟁실습장비 임차용역,국군재정관리단,128405500,2024-05-14,112002981,88.124,2024-05-14,소성정보기술 주식회사,김금남,김금남,서울특별시 구로구 공원로11길 33(구로동)
(24F122-A) ASP 방화지대 구축 용역,국군재정관리단,192217350,2024-05-14,169160200,88.087,2024-05-14,화성수원오산산림조합,최만식,이정현,경기도 화성시 동탄순환대로127-23 (산척동)  208호
[용역-2] 무인경계시스템 유지보수용역,육군군수사령부,88475770,2024-05-16,77882570,87.921,2024-05-16,주식회사 피에스정보,정효상,변정옥,대전광역시 중구 목중로16번길46-0 (중촌동)
24-00사 제초/조경 관리 용역,해군교육사령부,140150000,2024-05-16,124671690,88.073,2024-05-16,(주)우리조경개발,배이선,배이선,"경상남도 진주시 숙호산로42-5 (이현동) 상가동동 1층 3호(이현동, 진주그린빌라)"
24~27 간부숙소 TV 및 인터넷 서비스 용역,해군제3함대사령부,130640000,2024-05-16,116244000,88.709,2024-05-16,주식회사 엘지헬로비전,송구영,강동진,"서울특별시 마포구 월드컵북로56길19, 6층(상암동, 드림타워)"
24년 합동지속지원훈련 JLOTS 훈련 선박 임차 용역,국군재정관리단,1038000000,2024-05-16,873996000,84.838,2024-05-16,씨제이대한통운 주식회사,신영수,정성욱,"서울특별시 종로구 종로5길7, Tower 8"
24-탄약고 제초용역,제20전투비행단,167500980,2024-05-17,148376000,87.997,2024-05-17,대신개발 주식회사,김강분,최승우,충청북도 청주시 상당구 용담로139번길16(용담동)
24년 오산기지 공동 제초용역,공군작사근무지원단,119240000,2024-05-17,105861486,88,2024-05-20,주식회사 동광조경,정미선,정미선,인천광역시 강화군 강화읍 강화대로396(3층 303호)
육군부사관학교 양성식당 민간위탁급식 용역,육군부사관학교,0,2024-05-17,6736500000,100,2024-06-05,주식회사 풀무원푸드앤컬처,이동훈,김보석,서울특별시 송파구 송파대로34길29(송파동)
24년 승진훈련장 교전전술훈련 시스템 유지보수 ,제5군단사령부,94912000,2024-05-17,83350648,87.759,2024-05-17,주식회사 두루스코,김옥연,박인이,"서울특별시 서대문구 연희로241, 2층 (연희동)"
(24F134-B) 24년 ASP 방화지대 구축용역(연천처리장),국군재정관리단,103428460,2024-05-17,91723130,88.085,2024-05-17,(주)수림개발,김지영,박찬철,울산광역시 울주군 삼남읍 벌장길19-0
(24F179-A) 관사 제초용역,국군재정관리단,60120160,2024-05-17,52646456,87.999,2024-05-17,시민종합조경 주식회사,김윤옥,손낙현,"경기도 평택시 포승읍 평택항로184번길 26, 가동 206호"
2센터 외부 조경(예초) 관리 용역,국방통합데이터센터,16704400,2024-05-20,14626699,87.747,2024-05-20,(주)일촌,조윤주,조재원,대구광역시 달성군 옥포읍 간경3길24-1
24-해병-사고예방 VR영상콘텐츠 제작 대행,제9691부대,29386390,2024-05-20,26676967,90.729,2024-05-29,주식회사 요요인터렉티브,이경주,박수정,"서울특별시 송파구 법원로127-0 (문정동) 문정대명벨리온 208, 209, 210호"
24-N-0함대 얼음정수기(195대) 임차 용역(함정포함),국군재정관리단,618260000,2024-05-20,517341136,83.222,2024-05-20,디에이치바이오,김단희,김단희,"경기도 수원시 영통구 광교중앙로170, 1동 5층 7호 507호(하동, 광교 효성해링턴 타워)"
24-N-평 함정 및 유해환경근무자 특수건강검진 용역,국군재정관리단,103140000,2024-05-20,90490600,88.171,2024-05-20,안양세종의원,김영득,김정인,경기도 안양시 만안구 충훈로83-0 (석수동)
24-공군 적정 상비병력 규모 연구 용역,공군본부,44060000,2024-05-21,38900000,89.022,2024-05-21,(사)한국전략문제연구소,박정기,박병희,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)"
[24-육-98] 의료기관 잠복결핵 검진,육군본부,45038840,2024-05-21,39508700,88.532,2024-05-21,(사)대한결핵협회,신민석,김서진,서울특별시 서초구 바우뫼로6길57 (우면동)
7.정기기초과제(7.생성형...),국방대학교,19607843,2024-05-21,18500000,94.722,2024-05-27,명지대학교 산학협력단,김영욱,김현정,"경기도 용인시 처인구 명지로 116, 명지대학교(남동)"
24-N-0함대 예초관리 용역,국군재정관리단,377180000,2024-05-21,335238400,88.003,2024-05-21,(주)에이블이앤지,장윤경,심세영,서울특별시 금천구 가산디지털2로184-0 (가산동) 423호
 (24F115-I)24년 렌탈프린터 임차용역,국군재정관리단,84182352,2024-05-21,74271059,87.747,2024-05-22,꿈꾸는다락방,박진화,박진화,경기도 이천시 신둔면 원적로449번길389-19
24-D-승강기 위탁관리 용역,국군재정관리단,66500000,2024-05-21,58740000,88.777,2024-05-21,삼정엘리베이터(주),최강진,최윤정,"서울특별시 양천구 목동서로 301-5, 지하1층 B01호(신정동 319-20)"
24-27년 예비군 육성지원(프린터) 임차,제5067부대,185220000,2024-05-22,161737940,87.751,2024-05-23,유노코리아,권지은,권지은,"경기도 의정부시 부용로174-0 (신곡동, 상록아이파크) 104동 201호"
24-27년 예비군 육성지원(공기청정기) 임차,제5067부대,136620000,2024-05-22,121279700,87.759,2024-05-23,주하라 댄스피트니스,김연재,김연재,경기도 남양주시 진접읍 장현로134-0 3층
해병대 고유 무기체계별 맞춤식 정비개념 연구,제9691부대,24868547,2024-05-22,21000000,84.719,2024-05-24,건양대학교 산학협력단,홍영기,김봉환,"충청남도 논산시 대학로 121, 건양대학교 산학협력단(내동)"
인공근육 기반 전투원용 슈트 개발 발전방향 연구,제9691부대,20442392,2024-05-22,18656000,91.746,2024-05-24,한성대학교 산학협력단,이정훈,심지민,서울특별시 성북구 삼선교로16길116-0 (삼선동2가)
24-B-음식물쓰레기 처리기 임차장비 용역,제9196부대,540441170,2024-05-22,454942400,84.137,2024-05-22,에코스마트 주식회사,이현주,이현주,경기도 화성시 팔탄면 무하로156번길9-0
24-Y-복-복지회관 신축사업 선행연구용역,연평부대,92486270,2024-05-22,65000000,70.613,2024-05-22,(사)국방시설연구협회,정주교,이도제,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)"
24-N-00사 얼음정수기(41대) 임차용역,국군재정관리단,94050000,2024-05-22,82369369,87.755,2024-05-22,주원글로벌,서진주,서진주,"경상남도 창원시 성산구 원이대로774 (상남동, 성원아파트) 201동 2002호"
(24F123-I) 보급부대 근무분야 민간위탁 강원춘천,국군재정관리단,1842421220,2024-05-22,1806000000,97.692,2024-05-22,공우이엔씨 주식회사,이한기,장동규,"서울특별시 영등포구 여의대방로43라길6-0 (신길동, 신길프라자3층)"
(24F166-A) 렌탈프린터 용역,국군재정관리단,97247050,2024-05-22,85014050,87.747,2024-05-22,주식회사 퍼스트텍,양영선,방예림,경기도 시흥시 문화마을로16번길45-0 3층 (대야동)
<24-47> 24년 공군 10비 특수건강진단 민간위탁용역,공군제10전투비행단,110726470,2024-05-23,97156650,87.849,2024-05-23,안양세종의원,김영득,김정인,경기도 안양시 만안구 충훈로83-0 (석수동)
[24-C21] 24년 제초 용역 계약,제3007부대,314735400,2024-05-23,277513850,87.997,2024-05-23,(주)탑이에프아이,안인호,안인호,강원특별자치도 홍천군 북방면 성동로66-0
24-P-용-01 침수예방사업 선행연구용역,제9227부대,98039000,2024-05-23,86107500,87.766,2024-05-23,주식회사 태양이엔지,김자이,박진호,경상북도 포항시 북구 대해로15-0 (죽도동) 2층
24-N-OO사 조경관리 용역,국군재정관리단,63990000,2024-05-23,56236772,88.001,2024-05-23,주식회사 조은조경나무병원,김혜영,황중수,"경상북도 경산시 성암로3길6, 1층 (옥산동)"
24-미래 한국공군 훈련기 성능 및 적정 규모 연구,공군본부,43138000,2024-05-24,28000000,64.987,2024-05-24,사단법인 안보경영연구원,전건욱,조대현,"서울특별시 강남구 언주로527, 10층 (역삼동)"
24~27년 얼음정수기(45대) 임차 용역,육군 탄약지원사령부,72936000,2024-05-24,64719000,87.749,2024-05-24,케이제이상사,강주현,강주현,경기도 부천시 원미구 삼작로286-0 (도당동) 1층
24년 폐기물(혼용재질) 위탁처리 용역,육군 탄약지원사령부,99220000,2024-05-24,84516383,84.416,2024-05-24,주식회사 이한산업,김학민,전미숙,충청남도 아산시 선장면 삽교천로2-35
24년 폐기물(PCP상자) 위탁처리 용역,육군 탄약지원사령부,201600000,2024-05-24,170200800,85.166,2024-05-24,네이처이앤티주식회사,이호진,김동현,경상북도 포항시 남구 대송면 철강로492번길49
24~27년 32사단 식기세척기 임차 용역,제32보병사단,183312000,2024-05-24,161717100,87.983,2024-05-27,굿모닝테크,최정은,최정은,충청남도 논산시 부적면 부인길160-0
24년 72여단 제초 용역,제25보병사단,178986350,2024-05-24,158885346,87.996,2024-05-24,주식회사 청목,최홍아,김덕기,경상남도 남해군 이동면 남해대로2431번길71
방위사업 원가계산 외부용역(6차),방위사업청(운영지원과),0,2024-05-24,374000000,77.519,2024-06-11,태성회계법인,남상환,이소,"서울특별시 강남구 역삼로25길35, 5층 (역삼동, 청오큐브타워)"
24-00학교 교내식당 위탁용역,해군사관학교,0,2024-05-24,16380000000,100,2024-06-20,푸디스트 주식회사,박정훈,김영찬,서울특별시 용산구 청파로363(서계동)
(24F174-A) 부대관리 민간 제초관리용역,국군재정관리단,271104980,2024-05-24,239365000,87.996,2024-05-24,주식회사 네이처조경,정영재,정영재,"대구광역시 동구 이노밸리로26길18, 1층 106호(각산동, 성덕빌딩)"
24-미래 공군병력 부족 대비 인력공급 확대방안 연구,공군본부,0,2024-05-27,36000000,91.379,2024-06-09,연세대학교 산학협력단,홍종일,권소희,"서울특별시 서대문구 연세로 50, 연세대학교(신촌동)"
AI를 적용한 화생방 드론봇 전력체계 연구 용역,육군화학학교,35980390,2024-05-27,35000000,97.626,2024-05-27,주식회사 씨이엠아이,박재완,박재완,"대전광역시 유성구 대학로31-0 (봉명동, 유성한진오피스텔) 2215호"
24년 군 주거시설 개선사업 선행연구(24-GD-51),제2307부대,144111650,2024-05-27,72000000,50.335,2024-05-27,(사)국방시설연구협회,정주교,이도제,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)"
소형무장헬기 양산 패키지 시설사업(4차),방위사업청(운영지원과),0,2024-05-27,64900000,90.138,2024-08-06,(주)에프오알엠도시건축공간연구소,권시형,양진,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)"
24년 얼음정수기 임차 용역,육군부사관학교,122236363,2024-05-28,106756850,87.992,2024-05-29,주식회사 오거스트,장원진,장원진,경기도 김포시 통진읍 옹달샘로80
작전지휘시설 신축 선행연구용역,제2군단,187611000,2024-05-28,165630000,87.796,2024-05-28,(주)디앤오종합건축사사무소,정봉원,정봉원,"서울특별시 송파구 법원로9길26, D동 1104호(문정동, H-비즈니스파크)"
24년 체력단련기구(헬스기구) 임차 용역,제6685부대,90000000,2024-05-28,78993000,88.755,2024-05-29,주식회사 스포플렉스,남병태,박선엽,경기도 양주시 광적면 그루고개로143번길244-10
24~27년 신병교육대대 병영식당 급식 민간위탁(재),제2632부대,13140000000,2024-05-28,13140000000,100,2024-06-12,주식회사 풀무원푸드앤컬처,이동훈,김유진,서울특별시 송파구 송파대로34길29(송파동)
24년 사단 사령부 제초용역,제2632부대,202624190,2024-05-28,177377983,87.752,2024-05-29,주식회사 늘푸른조경,김종태,김종태,전북특별자치도 장수군 장수읍 장천로204-0
24년 71여단 제초 용역,제25보병사단,119229390,2024-05-28,104617800,87.997,2024-05-28,주식회사 동하조경건설,김재우,김재우,경상남도 산청군 산청읍 중앙로2번길18
(24F108-I) 24년 제초용역,국군재정관리단,205532437,2024-05-28,180729600,87.996,2024-05-28,주식회사 선호개발,윤종선,윤종선,경기도 김포시 유현로238번길43-0 (풍무동) 401호(샤인프라자)
24-N-전투실험용 소형전술급 무인기 임차용역,국군재정관리단,167020000,2024-05-28,146800000,88.158,2024-05-28,주식회사억세스위,이준범,이준범,경기도 수원시 권선구 산업로195-58 (고색동) 3층
24~27-F-얼음정수기 임차 용역,국군재정관리단,182240000,2024-05-28,160931490,87.751,2024-05-28,그린워터,최안나,최안나,"인천광역시 서구 봉오대로283번길6 (가정동, 뉴서울아파트) 상가동103호"
(24F136-I) 24년 ASP 방화지대 구축용역(서부권) ,국군재정관리단,179665490,2024-05-28,157339600,88.048,2024-05-28,주식회사한백임업,이옥순,이옥순,경상북도 울진군 평해읍 월송길221-0
(24F137-I) 24년 ASP 방화지대 구축용역(중부권),국군재정관리단,194331215,2024-05-28,170464640,88.087,2024-05-28,유한회사 재영,윤재영,윤재영,전라남도 여수시 선원7길16-0 (선원동)
(24F151-B) 24년 얼음정수기 임차 용역 ,국군재정관리단,150776470,2024-05-28,133161400,87.827,2024-05-28,그린워터,최안나,최안나,"인천광역시 서구 봉오대로283번길6 (가정동, 뉴서울아파트) 상가동103호"
24년 얼음정수기 임차용역 (24.6~27.5),제2307부대,162000000,2024-05-29,143284440,88.511,2024-05-29,큐어컴퍼니,이지행,이지행,강원특별자치도 횡성군 서원면 신평석화로905-0
(24F194-A) 제초용역 ,국군재정관리단,248009010,2024-05-29,217668000,88.04,2024-05-29,다산종합조경주식회사,장영수,장영수,"인천광역시 남동구 소래역로46번길28-0, 504호 (논현동)"
항공기 기관 창정비장비 유지보수,공군군수사령부,34063725,2024-05-30,29935050,88.078,2024-05-30,(주)이엔씨테크,이종희,이은경,충청북도 청주시 흥덕구 2순환로742번길2 (화계동)
